raw_compound,KD_M,reference_date,compound_id,smiles,smiles_source,pKD
UNC-ZDG-91-2,,20210312,UNC-ZDG-91-2,O[C@@H]1CN(C(OC(C)(C)C)=O)C[C@@H]1CNC(C2=CC=C(CCC3)C3=C2)=O,id_with_smiles,
ZDG-046,,20210312,ZDG-046,FC1=CC=CC=C1N2C(CC(C(N3CCN(C(OC(C)(C)C)=O)CC3)=O)C2)=O,id_with_smiles,
CF-2-88,0.0008580760203795887,20210312,CF-2-88,ClC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(N(C)CCCNC(OC(C)(C)C)=O)=O)=C3)C2=O,id_with_smiles,3.0664742345652236
CF-5-102,,20210312,CF-5-102,O=C(NC1CC1)C(CN2C3=CC=C(NC(C)=O)C=C3)C4=C2C=CC=C4,id_with_smiles,
CF-5-104,,20210312,CF-5-104,O=C(NCCNC(OC(C)(C)C)=O)C(CN1C2=CC=C(NC(C)=O)C=C2)C3=C1C=CC=C3,id_with_smiles,
CF-5-111,0.0010040034178544976,20210312,CF-5-111,CC(NC(C=C1)=CC=C1N2C(NC3=CC=CC=C3)=NC4=C2C=CC=C4)=O,id_with_smiles,2.998264808751934
UNC-AH-03-007C,0.0017666207614671758,20210312,UNC-AH-03-007C,FC1=NC=CC(C2=CSC(N3CCOCC3)=N2)=C1,id_with_smiles,2.7528566700059574
UNC-AH-03-007F,5.1247624546355685e-05,20210312,UNC-AH-03-007F,O=C(N1)CC2=C1C=CC(C3=CSC(N4CCOCC4)=N3)=C2,id_with_smiles,4.2903262604247745
UNC-AH-03-008A,0.0017114325214991973,20210312,UNC-AH-03-008A,CC1=NC=CC(C2=CSC(N(C)C)=N2)=C1,id_with_smiles,2.7666402195867343
UNC-AH-03-020A,0.0005627218013112491,20210312,UNC-AH-03-020A,NC1=NC(C2=CC(F)=NC=C2)=CS1,id_with_smiles,3.2497062588183545
UNC-ZDG-68,0.000264095357138657,20210312,UNC-ZDG-68,OC1=CC=C(CNC(C2=CN(CC3=C(Cl)C=CC=C3)C(C=C2)=O)=O)C=C1,id_with_smiles,3.5782392337297875
UNC-ZDG-79-A,4.786137594361189e-05,20210312,UNC-ZDG-79-A,O=C(C1=CN(CC2=C(Cl)C=CC=C2)C(C=C1)=O)NC3=CC(C=CN4)=C4C=C3,id_with_smiles,4.320014820220525
UNC-ZDG-84-2,0.0008075480817679973,20210312,UNC-ZDG-84-2,O=C(CC(C(N1C(CC2=CC=CC=C2)COC1=O)=O)C3)N3C4=CC=CC=C4,id_with_smiles,3.0928316101425466
UNC-ZDG-87-5,0.0029815037404485735,20210312,UNC-ZDG-87-5,O=C1N(C2=CC=C(Cl)C=C2)CC(C(NC3CCN(C)CC3)=O)C1.OC(C(F)(F)F)=O,id_with_smiles,2.525564641473313
UNC-ZDG-91-1,0.0017782162255366813,20210312,UNC-ZDG-91-1,O[C@@H]1CN(C(OC(C)(C)C)=O)C[C@@H]1CNC(C2=CC=CC3=C2CCCC3)=O,id_with_smiles,2.7500154313028777
UNC-ZDG-91-4,0.0019849806909234833,20210312,UNC-ZDG-91-4,O[C@@H]1CN(C(OC(C)(C)C)=O)C[C@@H]1CNC(C2=CC=CC3=C2CCC3)=O,id_with_smiles,2.7022437135185835
CF-2-89,0.00043904066669122596,20210312,CF-2-89,ClC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(N(C)CCCN)=O)=C3)C2=O,id_with_smiles,3.3574952508248024
CF-2-90,0.0009333515017750706,20210312,CF-2-90,ClC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(N4CCN(C)CC4)=O)=C3)C2=O,id_with_smiles,3.0299547694018787
CF-5-105,0.00033172756414451786,20210312,CF-5-105,O=C(N1CCN(C(OC(C)(C)C)=O)CC1)C(CN2C3=CC=C(NC(C)=O)C=C3)C4=C2C=CC=C4,id_with_smiles,3.4792184402728026
CF-6-86,0.0016301616191337742,20210312,CF-6-86,O=C(C1=CC(C#N)=CC=C1)N2C3=CC=CC=C3C(C(NS(C)(=O)=O)=O)C2,id_with_smiles,2.787769336198242
CF-7-16,0.0004287204270507571,20210312,CF-7-16,COC1=CC(OC)=NC(OC2=CC=CC(Cl)=C2C(O)=O)=N1,id_with_smiles,3.3678258233611253
CF-7-32,0.0009167957043967778,20210312,CF-7-32,ClC1=C(C(N)=O)C(OC2=C(Cl)C=CC=C2)=CC=C1,id_with_smiles,3.0377274302383195
UNC-AH-03-007J,4.671865321576772e-05,20210312,UNC-AH-03-007J,O=S(C(C=C1)=CC=C1C2=CSC(N3CCOCC3)=N2)(N4CCCC4)=O,id_with_smiles,4.330509685360361
UNC-AH-03-008H,4.808729816509337e-05,20210312,UNC-AH-03-008H,FC1=C(S(C)(=O)=O)C=CC(C2=CSC(N(C)C)=N2)=C1,id_with_smiles,4.317969623528282
UNC-AH-03-019J,0.00027053099874109346,20210312,UNC-AH-03-019J,O=S(C(C=C1)=CC=C1C2=CSC(NC(OC(C)(C)C)=O)=N2)(N3CCCC3)=O,id_with_smiles,3.5677829641586327
UNC-ZDG-81-1,0.004081605564834444,20210312,UNC-ZDG-81-1,O=C(C1=CN(CC2=C(Cl)C=CC=C2)C(C=C1)=O)NCCC3=CC=C(O)C=C3,id_with_smiles,2.3891689666196134
UNC-ZDG-81-4,0.00014105159701069202,20210312,UNC-ZDG-81-4,O=C(CC(C(N1CCN(CCNC(OC(C)(C)C)=O)CC1)=O)C2)N2C3=CC=C(C)C=C3.OC(OC(F)(F)F)=O,id_with_smiles,3.8506219923231866
UNC-ZDG-81-8,0.00759880955310626,20210312,UNC-ZDG-81-8,O=C(CC(C(N1CCN(CCNC(OC(C)(C)C)=O)CC1)=O)C2)N2C3=C(C)C=CC=C3.OC(OC(F)(F)F)=O,id_with_smiles,2.119254439957681
UNC-ZDG-82-1,0.00014947019029957806,20210312,UNC-ZDG-82-1,O=C(CC(C(NC1=CC=C(OC)C(O)=C1)=O)C2)N2C3=CC=CC(F)=C3,id_with_smiles,3.825445412552134
UNC-ZDG-84-1,0.0016276454629628484,20210312,UNC-ZDG-84-1,O=C(CC(C(N1C(CC2=CC=CC=C2)COC1=O)=O)C3)N3C4=CC=CC=C4,id_with_smiles,2.78844018805066
UNC-ZDG-86-3,0.0058597544760219935,20210312,UNC-ZDG-86-3,O=C(CC(C(N1CCN(C)CC1)=O)C2)N2CC3=CC=CC=C3.OC(C(F)(F)F)=O,id_with_smiles,2.2321205805591595
UNC-ZDG-86-8,0.0001337678652171183,20210312,UNC-ZDG-86-8,O=C(CC(C(N1CCN(C)CC1)=O)C2)N2C3=CC=CC(Cl)=C3.OC(C(F)(F)F)=O,id_with_smiles,3.8736482037210678
UNC-ZDG-87-7,0.006118343326556711,20210312,UNC-ZDG-87-7,O=C1N(C2=CC=CC=C2C)CC(C(NC3CCN(C)CC3)=O)C1.OC(C(F)(F)F)=O,id_with_smiles,2.213366156536444
UNC-ZDG-91-5,0.0017333482234074625,20210312,UNC-ZDG-91-5,O[C@@H]1CN(C(OC(C)(C)C)=O)C[C@@H]1CNC(C2=CC=CC3=C2OCC3)=O,id_with_smiles,2.7611141803256785
CF-2-91,0.0003957039362339976,20210312,CF-2-91,ClC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(NCC4CCN(C)CC4)=O)=C3)C2=O,id_with_smiles,3.402629629602049
CF-2-92,0.0003235954480475855,20210312,CF-2-92,ClC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(NCC4=CC=CC=C4)=O)=C3)C2=O,id_with_smiles,3.48999759615037
CF-5-38,0.0024675016896983574,20210312,CF-5-38,O=S(NC(C=C1)=CC=C1OC2=NC=CC=N2)(CCOC)=O,id_with_smiles,2.6077425412615995
CF-5-60,0.00178292228983813,20210312,CF-5-60,CC(NC(C=C1)=CC=C1OC2=CC=CC(F)=C2)=O,id_with_smiles,2.748867585501016
CF-5-121,0.00021637699929490326,20210312,CF-5-121,O=C(N1CCNCC1)C(CN2C3=CC=C(NC(C)=O)C=C3)C4=C2C=CC=C4,id_with_smiles,3.6647889062743415
CF-7-17,0.0005549355870543968,20210312,CF-7-17,O=C(O)C1=C(Cl)C=CC=C1OC2=NC(C3=CC=CC=C3)=CC=N2,id_with_smiles,3.2557574237427245
UNC-AH-03-007H,2.507151795646025e-05,20210312,UNC-AH-03-007H,FC1=C(S(C)(=O)=O)C=CC(C2=CSC(N3CCOCC3)=N2)=C1,id_with_smiles,4.600819370861999
UNC-AH-03-014*,,20210312,UNC-AH-03-014,,unresolved,
UNC-ZDG-69,0.00026453362469311246,20210312,UNC-ZDG-69,O=C(C1=CN(CC2=C(Cl)C=CC=C2)C(C=C1)=O)N[C@@H](C)C3=CC=CC=C3,id_with_smiles,3.5775191172373204
UNC-ZDG-73,0.000462391581349895,20210312,UNC-ZDG-73,O=C(C1=CN(CC2=C(Cl)C=CC=C2)C(C=C1)=O)NCCC3=CNC=N3,id_with_smiles,3.334990081608654
UNC-ZDG-81-2,0.006195352782071752,20210312,UNC-ZDG-81-2,O=C(CC(C(N1CCN(CCNC(OC(C)(C)C)=O)CC1)=O)C2)N2C3=CC=C(F)C=C3.OC(OC(F)(F)F)=O,id_with_smiles,2.2079339585462168
UNC-ZDG-82-5,4.9416558346023824e-05,20210312,UNC-ZDG-82-5,O=C(CC(C(NC1=CC=C(OC)C(O)=C1)=O)C2)N2C3=CC=C(Cl)C=C3,id_with_smiles,4.306127504651841
UNC-ZDG-82-6,0.00043181610046676383,20210312,UNC-ZDG-82-6,O=C(CC(C(NC1=CC=C(OC)C(O)=C1)=O)C2)N2C3=CC=CC(C)=C3,id_with_smiles,3.3647011688255177
UNC-ZDG-82-7,0.0009458780667140166,20210312,UNC-ZDG-82-7,O=C(CC(C(NC1=CC=C(OC)C(O)=C1)=O)C2)N2C3=CC=CC=C3C,id_with_smiles,3.024164844957966
UNC-ZDG-82-8,8.420342003727316e-05,20210312,UNC-ZDG-82-8,O=C(CC(C(NC1=CC=C(OC)C(O)=C1)=O)C2)N2C3=CC=CC(Cl)=C3,id_with_smiles,4.0746702686767
UNC-ZDG-82-9,0.001013302677550587,20210312,UNC-ZDG-82-9,O=C(CC(C(NC1=CC=C(OC)C(O)=C1)=O)C2)N2C3=CC=CC=C3F,id_with_smiles,2.994260809767495
UNC-ZDG-93-2,0.0003341081239455907,20210312,UNC-ZDG-93-2,O[C@@H]1CNC[C@@H]1CNC(C2=CC=CC3=C2CCC3)=O.Cl[H],id_with_smiles,3.4761129642246447
ZDG-049,0.0011649138002562988,20210312,ZDG-049,FC1=CC=CC=C1N2C(CC(C(N3CCN(CCN)CC3)=O)C2)=O.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O,id_with_smiles,2.933706209795103
CF-2-93,0.00012573601349220154,20210312,CF-2-93,ClC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(NC4=CC=CC=C4)=O)=C3)C2=O,id_with_smiles,3.9005403132381353
CF-2-94,0.000523836577955041,20210312,CF-2-94,FC1=CC=CC=C1N2CC[C@H](NC3=CC=C(C(NCCN(C)C)=O)C=C3)C2=O,id_with_smiles,3.280804179355998
CF-3-51,0.00021251020787795162,20210312,CF-3-51,O=C(CN)NC1=CC(C(F)(F)F)=CC=C1OC,id_with_smiles,3.6726202038791276
CF-5-72,0.0005403125680355944,20210312,CF-5-72,CC(NC(C=C1)=CC=C1NC2=NC=NC=C2C)=O,id_with_smiles,3.267354930360072
CF-7-18,0.0008146539162883216,20210312,CF-7-18,O=C(O)C1=C(Cl)C=CC=C1OC2=NC=C(C3=CC=CC=C3)C=N2,id_with_smiles,3.0890268503614506
CF-7-29,,20210312,CF-7-29,ClC1=C(C#N)C(OC2=NC(C3=CC=CC=C3)=CC=N2)=CC=C1,id_with_smiles,
UNC-AH-03-020E,0.0004501368426006402,20210312,UNC-AH-03-020E,CC1(C(N(CC2=CC=CC=C2C(O)=O)C3=C1C=CC=C3)=O)C,id_with_smiles,3.346655439664639
UNC-ZDG-72,4.074402825239252e-05,20210312,UNC-ZDG-72,O=C(C1=CN(CC2=C(Cl)C=CC=C2)C(C=C1)=O)NC3=CC(N=CN4)=C4C=C3,id_with_smiles,4.389936035686828
UNC-ZDG-76,0.0002580558234261218,20210312,UNC-ZDG-76,O=C(C1=CN(CC2=C(Cl)C=CC=C2)C(C=C1)=O)OCC3=NC=CS3,id_with_smiles,3.5882863359612296
UNC-ZDG-79-B,0.00023529989709738042,20210312,UNC-ZDG-79-B,O=C(C1=CN(CC2=C(Cl)C=CC=C2)C(C=C1)=O)NCCC3=CC=C(O)C=C3,id_with_smiles,3.6283782627519416
UNC-ZDG-81-5,0.0019726956626367666,20210312,UNC-ZDG-81-5,O=C(CC(C(N1CCN(CCNC(OC(C)(C)C)=O)CC1)=O)C2)N2C3=CC=C(Cl)C=C3.OC(OC(F)(F)F)=O,id_with_smiles,2.704939910304006
UNC-ZDG-81-10,0.0014330233966789376,20210312,UNC-ZDG-81-10,O=C(CC(C(N1CCN(CCNC(OC(C)(C)C)=O)CC1)=O)C2)N2C3=CC=CC=C3.OC(OC(F)(F)F)=O,id_with_smiles,2.8437467189078833
UNC-ZDG-82-4,0.0001224673983292239,20210312,UNC-ZDG-82-4,O=C(CC(C(NC1=CC=C(OC)C(O)=C1)=O)C2)N2C3=CC=C(C)C=C3,id_with_smiles,3.9119795081168136
UNC-ZDG-86-7,0.004601826329723013,20210312,UNC-ZDG-86-7,O=C(CC(C(N1CCN(C)CC1)=O)C2)N2C3=CC=CC=C3C.OC(C(F)(F)F)=O,id_with_smiles,2.3370697753818863
UNC-ZDG-87-2,0.0034330782489505854,20210312,UNC-ZDG-87-2,O=C1N(C2=CC=CC(F)=C2)CC(C(NC3CCN(C)CC3)=O)C1.OC(C(F)(F)F)=O,id_with_smiles,2.4643162977393622
UNC-ZDG-87-9,0.0002789836328491514,20210312,UNC-ZDG-87-9,O=C1N(C2CCCCC2)CC(C(NC3CCN(C)CC3)=O)C1.OC(C(F)(F)F)=O,id_with_smiles,3.554421274761533
UNC-ZDG-93-3,0.0028406066481754147,20210312,UNC-ZDG-93-3,O[C@@H]1CNC[C@@H]1CNC(C2=CC=CC3=C2CCCC3)=O.Cl[H],id_with_smiles,2.546588900861422
UNC-ZDG-93-4,0.0014536947691019917,20210312,UNC-ZDG-93-4,O[C@@H]1CNC[C@@H]1CNC(C2=CC=C(CCC3)C3=C2)=O.Cl[H],id_with_smiles,2.837526772301256
CF-2-82,0.0006182619517968684,20210312,CF-2-82,ClC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(NCCN(C)C)=O)=C3)C2=O,id_with_smiles,3.208827479415904
CF-2-95,0.0017128564997723938,20210312,CF-2-95,FC1=CC=CC=C1N2CC[C@H](NC3=CC=C(C(N(C)CCN(C)C)=O)C=C3)C2=O,id_with_smiles,2.766279019969409
CF-2-96,0.0017092642479913293,20210312,CF-2-96,FC1=CC=CC=C1N2CC[C@H](NC3=CC=C(C(N4CCN(C(C)=O)CC4)=O)C=C3)C2=O,id_with_smiles,2.767190791244673
CF-6-91,4.602413787611024e-05,20210312,CF-6-91,O=C(C1=CC(C(N)=O)=CC=C1)N2C3=CC=CC=C3C(C(NC)=O)C2,id_with_smiles,4.337014337949527
CF-7-30,,20210312,CF-7-30,ClC1=C(C#N)C(OC2=NC=C(C3=CC=CC=C3)C=N2)=CC=C1,id_with_smiles,
CF-7-33,0.0001748213288538781,20210312,CF-7-33,ClC1=C(C#N)C(SC2=NC(OCCC3=CC=CC=C3)=CC=N2)=CC=C1,id_with_smiles,3.757405582923234
UNC-AH-03-007A,0.0003104519964110302,20210312,UNC-AH-03-007A,CC1=NC=CC(C2=CSC(N3CCOCC3)=N2)=C1,id_with_smiles,3.508005543009152
UNC-ZDG-71,0.00039959447347582617,20210312,UNC-ZDG-71,O=C(C1=CN(CC2=C(Cl)C=CC=C2)C(C=C1)=O)NCC3=CC=CN=C3,id_with_smiles,3.3983805268413256
UNC-ZDG-74,0.0001409239884712685,20210312,UNC-ZDG-74,O=C(C1=CN(CC2=C(Cl)C=CC=C2)C(C=C1)=O)N[C@@H]3CC(N=C(N)S4)=C4CC3,id_with_smiles,3.8510150737894704
UNC-ZDG-75,0.0003191225096447313,20210312,UNC-ZDG-75,O=C(C1=CN(CC2=C(Cl)C=CC=C2)C(C=C1)=O)OCC3=CC=C(O)C=C3,id_with_smiles,3.4960425613040935
UNC-ZDG-81-3,0.0034861093173840503,20210312,UNC-ZDG-81-3,O=C1N(CC2=CC=CC=C2)CC(C(N3CCN(CCNC(OC(C)(C)C)=O)CC3)=O)C1.OC(OC(F)(F)F)=O,id_with_smiles,2.4576589984101087
UNC-ZDG-81-9,0.00567093509668122,20210312,UNC-ZDG-81-9,O=C(CC(C(N1CCN(CCNC(OC(C)(C)C)=O)CC1)=O)C2)N2C3=C(Cl)C=CC=C3.OC(OC(F)(F)F)=O,id_with_smiles,2.2463453231450545
UNC-ZDG-82-2,0.0008219095317560872,20210312,UNC-ZDG-82-2,O=C(CC(C(NC1=CC=C(OC)C(O)=C1)=O)C2)N2C3=CC=C(F)C=C3,id_with_smiles,3.0851759829725682
UNC-ZDG-82-10,0.0005381795179902456,20210312,UNC-ZDG-82-10,O=C(CC(C(NC1=CC=C(OC)C(O)=C1)=O)C2)N2C3=CC=CC=C3,id_with_smiles,3.26907283461589
UNC-ZDG-86-4,0.0010506250176470222,20210312,UNC-ZDG-86-4,O=C(CC(C(N1CCN(C)CC1)=O)C2)N2C3=CC=C(C)C=C3.OC(C(F)(F)F)=O,id_with_smiles,2.9785522619217444
UNC-ZDG-86-9,0.007844046853886212,20210312,UNC-ZDG-86-9,O=C(CC(C(N1CCN(C)CC1)=O)C2)N2C3CCCCC3.OC(C(F)(F)F)=O,id_with_smiles,2.1054598208783655
UNC-ZDG-87-1,0.0006371101172424154,20210312,UNC-ZDG-87-1,O=C1N(CC2=CC=CC=C2)CC(C(NC3CCN(C)CC3)=O)C1.OC(C(F)(F)F)=O,id_with_smiles,3.195785498311985
UNC-ZDG-87-3,0.0055631737192181376,20210312,UNC-ZDG-87-3,O=C1N(C2=CC=C(F)C=C2)CC(C(NC3CCN(C)CC3)=O)C1.OC(C(F)(F)F)=O,id_with_smiles,2.254677378290365
CF-2-83,0.001239202397533277,20210312,CF-2-83,ClC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(N(C)CCN(C)C)=O)=C3)C2=O,id_with_smiles,2.9068577550015418
CF-2-84,0.0012271325784058331,20210312,CF-2-84,ClC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(N4CCN(C(C)=O)CC4)=O)=C3)C2=O,id_with_smiles,2.911108513915525
CF-2-97,0.0006367915348051898,20210312,CF-2-97,FC1=CC=CC=C1N2CC[C@H](NC3=CC=C(C(NC4CCN(C)CC4)=O)C=C3)C2=O.O=CO,id_with_smiles,3.196002718530171
CF-2-98,1.868731425884325e-05,20210312,CF-2-98,FC1=CC=CC=C1N2CC[C@H](NC3=CC=C(C(NCCCNC(OC(C)(C)C)=O)=O)C=C3)C2=O,id_with_smiles,4.728453110947433
CF-5-39,0.0010655464090548166,20210312,CF-5-39,CC1=NC2=CC(OC3=NC=CC=N3)=CC=C2N1,id_with_smiles,2.9724276301755053
CF-5-43,0.0002049247228058591,20210312,CF-5-43,CN(C)CCNC1=NC2=CC(OC3=NC=CC=N3)=CC=C2N1,id_with_smiles,3.688405643695129
CF-5-44,0.0007252159719687858,20210312,CF-5-44,O=C(OC)CNC1=NC2=CC(OC3=NC=CC=N3)=CC=C2N1,id_with_smiles,3.139532639681984
CF-5-61,0.002174376972122995,20210312,CF-5-61,CC(NC(C=C1)=CC=C1OC2=CC=C(F)C=C2)=O,id_with_smiles,2.662665160010436
UNC-AH-03-007D,0.00012049194988739305,20210312,UNC-AH-03-007D,FC(C=NC=C1)=C1C2=CSC(N3CCOCC3)=N2,id_with_smiles,3.919041967497991
UNC-AH-03-007E,0.0020044829001051195,20210312,UNC-AH-03-007E,COC1=NC=CC(C2=CSC(N3CCOCC3)=N2)=C1,id_with_smiles,2.697997644288323
UNC-AH-03-007G,0.0006681133454968357,20210312,UNC-AH-03-007G,CC(NC(C=C1)=CC=C1C2=CSC(N3CCOCC3)=N2)=O,id_with_smiles,3.1751498531710896
UNC-ZDG-79-C,0.0003230772507710599,20210312,UNC-ZDG-79-C,O=C(C1=CN(CC2=C(Cl)C=CC=C2)C(C=C1)=O)N[C@H](C)C3=CC=CC=C3,id_with_smiles,3.490693621408012
UNC-ZDG-81-7,0.0020626583102701583,20210312,UNC-ZDG-81-7,O=C(CC(C(N1CCN(CCNC(OC(C)(C)C)=O)CC1)=O)C2)N2C3=CC(Cl)=CC=C3.OC(OC(F)(F)F)=O,id_with_smiles,2.685572709135243
UNC-ZDG-81-11,0.00776688300480727,20210312,UNC-ZDG-81-11,O=C(CC(C(N1CCN(CCNC(OC(C)(C)C)=O)CC1)=O)C2)N2C3CCCCC3.OC(OC(F)(F)F)=O,id_with_smiles,2.1097532367212604
UNC-ZDG-86-1,0.00538021149130265,20210312,UNC-ZDG-86-1,O=C(CC(C(N1CCN(C)CC1)=O)C2)N2C3=CC=CC(F)=C3.OC(C(F)(F)F)=O,id_with_smiles,2.2692006522703343
UNC-ZDG-87-4,0.0044595165691662594,20210312,UNC-ZDG-87-4,O=C1N(C2=CC=C(C)C=C2)CC(C(NC3CCN(C)CC3)=O)C1.OC(C(F)(F)F)=O,id_with_smiles,2.350712218131553
UNC-ZDG-87-6,0.0011227415403555938,20210312,UNC-ZDG-87-6,O=C1N(C2=CC=CC(C)=C2)CC(C(NC3CCN(C)CC3)=O)C1.OC(C(F)(F)F)=O,id_with_smiles,2.94972020857941
UNC-ZDG-87-8,0.0015307704311892365,20210312,UNC-ZDG-87-8,O=C1N(C2=CC=CC=C2)CC(C(NC3CCN(C)CC3)=O)C1.OC(C(F)(F)F)=O,id_with_smiles,2.815089935326148
CF-2-85,0.0005312632199807234,20210312,CF-2-85,ClC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(NC4CCN(C)CC4)=O)=C3)C2=O,id_with_smiles,3.2746902498014077
CF-2-86,0.0005528862368843093,20210312,CF-2-86,ClC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(NCCCNC(OC(C)(C)C)=O)=O)=C3)C2=O,id_with_smiles,3.2573642209124016
CF-2-99,0.0004808830246351836,20210312,CF-2-99,FC1=CC=CC=C1N2CC[C@H](NC3=CC=C(C(NCCCN)=O)C=C3)C2=O,id_with_smiles,3.3179605534260666
CF-2-100,,20210312,CF-2-100,FC1=CC=CC=C1N2CC[C@H](NC3=CC=C(C(N(C)CCCNC(OC(C)(C)C)=O)=O)C=C3)C2=O,id_with_smiles,
CF-5-52,7.99056280384384e-05,20210312,CF-5-52,ClC1=CC=CC(N2)=C1N=C2NC(C=C3)=CC=C3OC4=NC=CC=N4,id_with_smiles,4.097422630699051
CF-5-53,7.92179421900766e-05,20210312,CF-5-53,COC(C=C1)=CC2=C1NC(NC(C=C3)=CC=C3OC4=NC=CC=N4)=N2,id_with_smiles,4.101176443263485
CF-5-73,0.0005843779162561886,20210312,CF-5-73,CC(NC(C=C1)=CC=C1NC2=NC=NC=C2F)=O,id_with_smiles,3.2333062044921808
CF-6-119,0.000492514472338793,20210312,CF-6-119,OC(CC1=C(C)N(C(C2=CC=CC=C2)=O)C3=C1C=CC=C3)=O,id_with_smiles,3.307581003410974
UNC-AH-03-008F,2.662335197679873e-05,20210312,UNC-AH-03-008F,O=C(N1)CC2=C1C=CC(C3=CSC(N(C)C)=N3)=C2,id_with_smiles,4.574737266164818
UNC-AH-03-008J,5.0208847762709735e-05,20210312,UNC-AH-03-008J,O=S(C(C=C1)=CC=C1C2=CSC(N(C)C)=N2)(N3CCCC3)=O,id_with_smiles,4.299219745087292
UNC-AH-03-019F,8.145820292465265e-05,20210312,UNC-AH-03-019F,O=C(N1)CC2=C1C=CC(C3=CSC(NC(OC(C)(C)C)=O)=N3)=C2,id_with_smiles,4.089065175253162
UNC-AH-03-020C,0.0009885455455755645,20210312,UNC-AH-03-020C,NC1=NC(C2=CC(OC)=NC=C2)=CS1,id_with_smiles,3.0050033165005705
UNC-AH-05-013,5.320335864567358e-05,20210312,UNC-AH-05-013,O=C1C(N(CC2=CC=CC=C2C(N3CC(CNC(OC(C)(C)C)=O)CC3)=O)C4=C1C=CC=C4)=O,id_with_smiles,4.274060950501176
UNC-ZDG-81-6,0.002207360025111514,20210312,UNC-ZDG-81-6,O=C(CC(C(N1CCN(CCNC(OC(C)(C)C)=O)CC1)=O)C2)N2C3=CC(C)=CC=C3.OC(OC(F)(F)F)=O,id_with_smiles,2.6561268267080727
UNC-ZDG-82-3,0.0005752165564158843,20210312,UNC-ZDG-82-3,O=C(CC(C(NC1=CC=C(OC)C(O)=C1)=O)C2)N2CC3=CC=CC=C3,id_with_smiles,3.2401686221791066
UNC-ZDG-86-2,0.005133069271066351,20210312,UNC-ZDG-86-2,O=C(CC(C(N1CCN(C)CC1)=O)C2)N2C3=CC=C(F)C=C3.OC(C(F)(F)F)=O,id_with_smiles,2.2896228748705685
UNC-ZDG-86-5,0.0004131122819957649,20210312,UNC-ZDG-86-5,O=C(CC(C(N1CCN(C)CC1)=O)C2)N2C3=CC=C(Cl)C=C3.OC(C(F)(F)F)=O,id_with_smiles,3.3839318930803115
UNC-ZDG-93-1,0.001199107629283551,20210312,UNC-ZDG-93-1,O[C@@H]1CNC[C@@H]1CNC(C2=CC=CC3=C2OCC3)=O.Cl[H],id_with_smiles,2.921141833826832
M567200(CSC015274258)-1,0.0007340038431072547,20210423,M567200,O=S(=O)(c1ccc(-c2ccc3[nH]c(-c4ccccn4)nc3c2)cc1)N1CCOCC1,manual_override,3.134301666193051
M567200(CSC015274258)-2,0.0007758835185829213,20210423,M567200,O=S(=O)(c1ccc(-c2ccc3[nH]c(-c4ccccn4)nc3c2)cc1)N1CCOCC1,manual_override,3.110203473372943
M567200(CSC015274258)-3,0.00066824712834332,20210423,M567200,O=S(=O)(c1ccc(-c2ccc3[nH]c(-c4ccccn4)nc3c2)cc1)N1CCOCC1,manual_override,3.1750628988599843
M567200(CSC015274258)-4,0.0006597176273279668,20210423,M567200,O=S(=O)(c1ccc(-c2ccc3[nH]c(-c4ccccn4)nc3c2)cc1)N1CCOCC1,manual_override,3.1806419116312483
M567200(CSC015274258)-1,0.0007683956278089606,20210423,M567200,O=S(=O)(c1ccc(-c2ccc3[nH]c(-c4ccccn4)nc3c2)cc1)N1CCOCC1,manual_override,3.1144151149501726
M567200(CSC015274258)-2,0.0006477266952285294,20210423,M567200,O=S(=O)(c1ccc(-c2ccc3[nH]c(-c4ccccn4)nc3c2)cc1)N1CCOCC1,manual_override,3.1886082036848244
M567200(CSC015274258)-3,0.0005788522879160801,20210423,M567200,O=S(=O)(c1ccc(-c2ccc3[nH]c(-c4ccccn4)nc3c2)cc1)N1CCOCC1,manual_override,3.23743224581878
M567200(CSC015274258)-4,0.0006054599258096341,20210423,M567200,O=S(=O)(c1ccc(-c2ccc3[nH]c(-c4ccccn4)nc3c2)cc1)N1CCOCC1,manual_override,3.2179145966591585
CF-2-113,0.0005708706110851969,20210423,CF-2-113,ClC1=CC=CC=C1N2CC[C@H](NC3=CC=C(C(N(C)CCCN)=O)C=C3)C2=O,id_with_smiles,3.2434623142749057
CF-2-118,0.0012183557002136383,20210423,CF-2-118,FC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(NCCN(C)C)=O)=C3)C2=O,id_with_smiles,2.9142259004652944
CF-2-128,0.018054023637644644,20210423,CF-2-128,FC1=CC=CC=C1N2CC[C@H](NC3=CC=CC(C(NCC4=CC=CC=C4)=O)=C3)C2=O,id_with_smiles,1.7434259932658895
