pocket,query_pdb,query_ligand,query_smiles,hit_smiles,hit_inchikey,similarity,price_usd,supplier_risk,chemistry_risk,all_pockets,mw,logp,hbd,hba,heavy_atoms,num_rings,max_fused_rings,pains,bad_motifs,fused_benzene_rings
A,5QRN,NX7,c1cc(c(c(c1)F)C(=O)N2CCCC2)F,Cc1ccc(Br)c(C(=O)N2CCOCC2)c1F,VKKUVAOXVGETMI-UHFFFAOYSA-N,0.4000000059604645,125,low,,A,301.011368976,2.369020000000001,0,2,17,2,1,False,,1
A,5QRN,NX7,c1cc(c(c(c1)F)C(=O)N2CCCC2)F,O=C(c1cc(I)ccc1Br)N1CCCCC1,STENYEWOQKCWCF-UHFFFAOYSA-N,0.4000000059604645,295,low,,A,392.92252413600005,3.679800000000002,0,1,16,2,1,False,,1
A,5QS9,O0J,CC(=O)Nc1ccc(cc1)c2csc(n2)N,O=C(CCS(=O)(=O)c1ccc(Cl)cc1)Nc1nc(-c2ccncc2)cs1,MLSIIIMAQNQEOV-UHFFFAOYSA-N,0.3962264060974121,1000,low,,A,407.016510988,3.6610000000000023,1,6,26,3,1,False,,1
A,5QRL,NWY,Cc1ccc(cn1)CNC(=O)C2CCC2,O=C(NCc1ccc(Cl)cc1)C1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,NPEIWANTVUZMJV-UHFFFAOYSA-N,0.3962264060974121,1000,low,,A,460.01819650799996,4.363900000000004,1,3,28,3,1,False,,1
A,5QRR,NY1,Cc1nc(cs1)CC(=O)N2CCOCC2,CCOC(=O)Cc1csc(-c2cccc(-c3nc(CC(=O)OCC)cs3)c2)n1,DGKBZEXXKVDJHN-UHFFFAOYSA-N,0.3958333432674408,295,low,,A,416.08644911999994,4.144800000000004,0,8,28,3,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,CN1CCN(C(=O)c2ccccc2Nc2ccc(Cl)cc2N)CC1,GDTYMTKNSABJKZ-UHFFFAOYSA-N,0.3958333432674408,540,low,,A,344.14038897200004,3.053400000000001,2,4,24,3,1,False,,1
A,5QRT,GWA,CC(=O)Nc1cccc(c1)NC(=O)COC,COCC(=O)Nc1ccc(F)cc1B1OC(C)(C)C(C)(C)O1,QXXDIZVTTGNUNI-UHFFFAOYSA-N,0.3958333432674408,295,low,,A,309.15476677199996,1.7097999999999998,1,4,22,2,1,False,,1
A,5QRT,GWA,CC(=O)Nc1cccc(c1)NC(=O)COC,COCC(=O)Nc1ccc(B2OC(C)(C)C(C)(C)O2)cc1F,VVSLWLJPPUTHDV-UHFFFAOYSA-N,0.3958333432674408,125,low,,A,309.154766772,1.7097999999999995,1,4,22,2,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,NNAIYOXJNVGUOM-UHFFFAOYSA-N,0.3958333432674408,1000,low,,A,401.227868988,4.224000000000004,1,2,29,3,1,False,,1
A,5QRG,JHP,Cn1cc(c(n1)C(=O)NC2CCCC2)Cl,O=C(NC1CCCCC1)c1cnc(Cl)c(Br)c1,AUNYBDAUQGKFPC-UHFFFAOYSA-N,0.3958333432674408,125,low,,A,315.997802848,3.5600000000000023,1,2,17,2,1,False,,1
A,5QRN,NX7,c1cc(c(c(c1)F)C(=O)N2CCCC2)F,COC(=O)c1cccc(-c2cccc(C(=O)N3CCCC3)c2)c1F,YYDYDLLHHOMQGP-UHFFFAOYSA-N,0.3958333432674408,125,low,,A,327.127071656,3.5153000000000025,0,3,24,3,1,False,,1
A,5QRG,JHP,Cn1cc(c(n1)C(=O)NC2CCCC2)Cl,O=C(NC1CCCC1)c1ccc(I)cc1,CENKZULSNTZDBW-UHFFFAOYSA-N,0.395348846912384,125,low,,A,315.012012068,2.9636000000000013,1,1,15,2,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,CN1CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)CC1,YAABKNVTCWPHFI-UHFFFAOYSA-N,0.395348846912384,125,low,,A,306.074675408,2.7464000000000013,0,2,20,2,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,O=C(O)c1ccccc1C(=O)Nc1ccc(-c2ccccc2)cc1,SLUINPGXGFUMLL-UHFFFAOYSA-N,0.3947368562221527,125,low,,"A,C",317.10519334,4.304100000000002,2,2,24,3,1,False,,1
A,5QS2,LV4,c1ccc(c(c1)NC(=S)N)OC(F)(F)F,FC(F)(F)Oc1cccc(Cl)c1I,UPPIQWZNDCAYMR-UHFFFAOYSA-N,0.3947368562221527,295,low,,A,321.88692505600005,3.8432000000000004,0,1,13,1,1,False,,1
A,5QS2,LV4,c1ccc(c(c1)NC(=S)N)OC(F)(F)F,FC(F)(F)Oc1cccc(I)c1Cl,JXURMPLVXWFEPQ-UHFFFAOYSA-N,0.3947368562221527,125,low,,A,321.886925056,3.8432000000000004,0,1,13,1,1,False,,1
A,5QS5,NZJ,Cc1cccc(c1)C(=O)N2CCC(CC2)C(=O)N,CCOC(=O)C1CCCN(C(=O)c2cccc(B3OC(C)(C)C(C)(C)O3)c2)C1,NLVFARDMEGKIKR-UHFFFAOYSA-N,0.3934426307678222,125,low,,A,387.22170345999996,2.4011000000000005,0,5,28,3,1,False,,1
A,5QS5,NZJ,Cc1cccc(c1)C(=O)N2CCC(CC2)C(=O)N,O=C(Nc1cccc(C(=O)N2CCCCC2)c1)c1cccc(OC2CCCC2)c1,QASJOTNVPCHDTC-UHFFFAOYSA-N,0.3928571343421936,540,low,,"A,B",392.20999275599996,4.8864000000000045,1,3,29,4,1,False,,1
A,5QRI,NUY,CC(C)N1CCN(CC1)C(=O)c2cccs2,CC(SC(=O)c1cccs1)C(=O)NC1CCSC1=O,MKTVMEMIKNBVHI-UHFFFAOYSA-N,0.3921568691730499,1000,low,,A,315.005756276,2.1583000000000006,1,6,19,2,1,False,,0
A,5QRT,GWA,CC(=O)Nc1cccc(c1)NC(=O)COC,CCCC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1,DFOVLSMXPWPCFH-UHFFFAOYSA-N,0.3913043439388275,125,low,,A,360.04733988400005,4.440000000000003,2,2,22,2,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,CN1CCN(C(=O)Cc2ccc(B3OC(C)(C)C(C)(C)O3)cc2)CC1,CDLWYEGACFMAKG-UHFFFAOYSA-N,0.3913043439388275,295,low,,A,344.227123188,1.3023,0,4,25,3,1,False,,1
A,5QSD,O0S,CC(=O)Nc1ccc(cc1)Oc2ncccn2,Clc1cc(Oc2ncccn2)ccc1I,MMKOHYCNVKHEBD-UHFFFAOYSA-N,0.3902438879013061,540,low,,A,331.92133849199996,3.5269000000000004,0,3,15,2,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,O=C(Cc1ccccc1)c1ccccc1C(=O)N1CCOCC1,ZIQYSRRHIMGJSI-UHFFFAOYSA-N,0.3902438879013061,1000,low,,"A,B",309.136493468,2.5844000000000005,0,3,23,3,1,False,,1
A,5QRG,JHP,Cn1cc(c(n1)C(=O)NC2CCCC2)Cl,CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2.Cl,QYZRTBKYBJRGJB-WQTKJZBYSA-N,0.3888888955116272,125,low,,A,348.17168910000004,2.740200000000001,1,3,24,4,2,False,,1
A,5QS4,JFP,CCC(=O)Nc1nc(cs1)C,Cc1csc(NC(=O)c2cc(-c3ccco3)nc3ccccc23)n1,FJNSTSOBVHFVEK-UHFFFAOYSA-N,0.3888888955116272,540,low,,A,335.0728476560001,4.512020000000003,1,5,24,4,2,False,,2
A,5QRR,NY1,Cc1nc(cs1)CC(=O)N2CCOCC2,CC1(C)OB(c2ccccc2CC(=O)N2CCOCC2)OC1(C)C,COKVLLCKSCDDOB-UHFFFAOYSA-N,0.3877550959587097,295,low,,A,331.195488712,1.3870999999999998,0,4,24,3,1,False,,1
A,5QRT,GWA,CC(=O)Nc1cccc(c1)NC(=O)COC,CC(=O)c1ccc(NC(=O)COc2ccc(Cl)cc2C)cc1,XRNXRYYPIWPBSA-UHFFFAOYSA-N,0.3877550959587097,125,low,,A,317.081871052,3.868520000000002,1,3,22,2,1,False,,1
A,5QRT,GWA,CC(=O)Nc1cccc(c1)NC(=O)COC,COCC(=O)Nc1cc(B2OC(C)(C)C(C)(C)O2)ccc1Cl,CNYMJYUPPPUVSF-UHFFFAOYSA-N,0.3877550959587097,295,low,,A,325.125216232,2.224099999999999,1,4,22,2,1,False,,1
A,5QRQ,NXS,c1cnc(nc1)N2CCC(CC2)CO,NCC1CCN(c2nccc(-c3ccc4ccccc4c3)n2)CC1,QHLITPHIARVDJI-UHFFFAOYSA-N,0.3877550959587097,1000,low,,A,318.18444670400004,3.4719000000000024,1,4,24,4,2,False,,2
A,5QRQ,NXS,c1cnc(nc1)N2CCC(CC2)CO,Cc1ccc(C)c(N2CCN(C(=O)C3CCN(c4ncccn4)CC3)CC2)c1,JBGJHRQFJZHNSQ-UHFFFAOYSA-N,0.3877550959587097,295,low,,A,379.23721054800006,2.658640000000001,0,5,28,4,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,O=C(Nc1ccc(Cl)cc1)N1CCN(c2cccc3[nH]ccc23)CC1,VVVZKBOSNCHQEJ-UHFFFAOYSA-N,0.3877550959587097,540,low,,"A,B",354.12473890800004,4.175400000000002,2,2,25,4,2,False,,1
A,5QRI,NUY,CC(C)N1CCN(CC1)C(=O)c2cccs2,CC(C)(C)c1cc(C(=O)c2cccs2)cc(C(C)(C)C)c1O,WAAVMZLJRXYRMA-UHFFFAOYSA-N,0.3863636255264282,1000,low,,A,316.14970100799997,5.2797000000000045,1,3,22,2,1,False,,1
A,5QRG,JHP,Cn1cc(c(n1)C(=O)NC2CCCC2)Cl,O=C(NC1CCCCC1)c1ccc(I)cc1,FJFLKVZCGDVYCT-UHFFFAOYSA-N,0.3863636255264282,125,low,,A,329.027662132,3.3537000000000017,1,1,16,2,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,CN1CCN(C(=O)c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)CC1,TXCDVBDHDQAWLR-UHFFFAOYSA-N,0.3863636255264282,125,low,,"A,C",330.211473124,1.3733999999999995,0,4,24,3,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,CN1CCN(C(=O)c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)CC1.Cl,KGFACZAHAULJPC-UHFFFAOYSA-N,0.3863636255264282,125,low,,"A,C",366.188150836,1.7951999999999995,0,4,25,3,1,False,,1
A,5QS9,O0J,CC(=O)Nc1ccc(cc1)c2csc(n2)N,CC(=O)Nc1ccc(S(=O)(=O)Nc2nc(CC(=O)O)cs2)cc1,RTTDXWGPFHEOHK-UHFFFAOYSA-N,0.3846153914928436,125,low,,A,355.02966251600003,1.5293999999999996,3,6,23,2,1,False,,1
A,5QRS,NY4,C[C@@H](c1ccc(cc1)NC(=O)C2CC2)N,CC1(C)OB(c2ccc(NC(=O)C3CCCCC3)cc2F)OC1(C)C,DFJXRGKSAMWMPC-UHFFFAOYSA-N,0.3846153914928436,295,low,,A,347.20680234400004,3.6437000000000026,1,3,25,3,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,CN1CCN(C(=O)c2c(Cl)cc(Cl)cc2Cl)CC1,HRRXXQLJPFKNAL-UHFFFAOYSA-N,0.3846153914928436,125,low,,"A,C",306.00934607600004,3.0344000000000015,0,2,18,2,1,False,,1
A,5QS4,JFP,CCC(=O)Nc1nc(cs1)C,O=C(Cc1ccccc1)Nc1nc(-c2ccc(Br)cc2)cs1,IJLUARLBXWDKER-UHFFFAOYSA-N,0.3829787373542785,540,low,,A,371.99319613600005,4.753800000000003,1,3,22,3,1,False,,1
A,5QS4,JFP,CCC(=O)Nc1nc(cs1)C,Cc1cc(C)c(-c2csc(NC(=O)c3ccccc3)n2)c(C)c1,WCZLNJTXHZPHLM-UHFFFAOYSA-N,0.3829787373542785,125,low,,A,322.113984196,4.9876600000000035,1,3,23,3,1,False,,1
A,5QRG,JHP,Cn1cc(c(n1)C(=O)NC2CCCC2)Cl,Cc1cc(C)c(C(=O)NC2CCCCC2)cc1Br,XBCFEGDLISDBNL-UHFFFAOYSA-N,0.3829787373542785,295,low,,A,309.07282636,4.128440000000003,1,1,18,2,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,CN1CCN(C(=O)c2cccc(B3OC(C)(C)C(C)(C)O3)c2)CC1,ZYDMNNQZEUSDGG-UHFFFAOYSA-N,0.3829787373542785,125,low,,"A,B",330.211473124,1.3733999999999997,0,4,24,3,1,False,,1
A,5QRR,NY1,Cc1nc(cs1)CC(=O)N2CCOCC2,O=C(Cc1ccc(Br)cc1F)N1CCOCC1,BLYDVWBLPHXLKQ-UHFFFAOYSA-N,0.3829787373542785,125,low,,A,301.011368976,1.9895,0,2,17,2,1,False,,1
A,5QRT,GWA,CC(=O)Nc1cccc(c1)NC(=O)COC,CN(c1ccccc1)S(=O)(=O)c1cccc(NC(=O)CCl)c1,SZWHNNIMDJTBKV-UHFFFAOYSA-N,0.3829787373542785,125,low,,A,338.04919102,2.689,1,3,22,2,1,False,,1
A,5QRF,NUA,CCn1cc(cn1)NC(=O)C2CCC2,O=C(Nc1ccccc1I)C1CCCCC1,HDDBABBSSSBBFM-UHFFFAOYSA-N,0.3829787373542785,540,low,,A,329.027662132,3.8100000000000023,1,1,16,2,1,False,,1
A,5QS2,LV4,c1ccc(c(c1)NC(=S)N)OC(F)(F)F,FC(F)C(F)(F)Oc1ccccc1OC(F)(F)C(F)F,TYMCPUUDTMKLGP-UHFFFAOYSA-N,0.3823529481887817,125,low,,A,310.024005192,4.160000000000001,0,2,20,1,1,False,,1
A,5QS3,LJA,CC(=O)Nc1cccc(c1)NC(=O)N,O=C(Nc1cccc(B(O)O)c1)Nc1cccc(B(O)O)c1,UQUQNYFFKZOTSS-UHFFFAOYSA-N,0.3823529481887817,125,low,,"A,C",300.10888234799995,-1.3098000000000003,6,5,22,2,1,False,,1
A,5QS9,O0J,CC(=O)Nc1ccc(cc1)c2csc(n2)N,Nc1nc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cs1,YXPRLOAPZGLDGA-UHFFFAOYSA-N,0.380952388048172,125,low,,A,312.01558851199997,4.429900000000001,1,3,20,2,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,O=C(O)C1(Nc2ccccc2)CCN(Cc2ccccc2)CC1,YFSCBWDAVTYIMM-UHFFFAOYSA-N,0.380952388048172,125,low,,A,310.168127944,3.217900000000002,2,3,23,3,1,False,,1
A,5QRY,NZD,CN1CCN(CC1)C(=O)Nc2ccccc2,Cc1ccc(Br)c(C(=O)N2CCN(C)CC2)c1F,MLTUYIUPWQIYBN-UHFFFAOYSA-N,0.380952388048172,125,low,,A,314.043003452,2.2842200000000004,0,2,18,2,1,False,,1
A,5QRT,GWA,CC(=O)Nc1cccc(c1)NC(=O)COC,CCc1ccc(OCC(=O)Nc2ccc(Cl)c(Br)c2)cc1,NNFFSCHJSNMZKN-UHFFFAOYSA-N,0.3799999952316284,125,low,,A,366.9974685,4.682400000000003,1,2,21,2,1,False,,1
A,5QRS,NY4,C[C@@H](c1ccc(cc1)NC(=O)C2CC2)N,CC(NC(=O)C1CCC1)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,UYOHGAAYQVBDFZ-UHFFFAOYSA-N,0.3799999952316284,540,low,,A,329.21622415599995,2.9631000000000016,1,3,24,3,1,False,,1
A,5QRG,JHP,Cn1cc(c(n1)C(=O)NC2CCCC2)Cl,O=C(NC1CCCCC1)c1ccc(Br)c(Cl)c1F,XKXZFBILZDUWLT-UHFFFAOYSA-N,0.3799999952316284,125,low,,A,332.99313206799997,4.304100000000003,1,1,18,2,1,False,,1
A,5QSD,O0S,CC(=O)Nc1ccc(cc1)Oc2ncccn2,CC(=O)Nc1ccc(S(=O)(=O)Oc2noc3ccccc23)cc1,SIXNKGXJEIVCDH-UHFFFAOYSA-N,0.3799999952316284,1000,low,,A,332.046692484,2.5539000000000005,1,6,23,3,2,False,,1
A,5QRF,NUA,CCn1cc(cn1)NC(=O)C2CCC2,CCS(=O)(=O)Nc1ncc(C(F)(F)F)cc1NC(=O)C1CCCCC1,TUWCZRFHNIOVTC-UHFFFAOYSA-N,0.3793103396892547,1000,low,,A,379.11774715999996,3.3808000000000025,2,4,25,2,1,False,,1
A,5QRV,K2M,c1cc(oc1)C(=O)N2CCN(CC2)C(=O)N,O=C(c1ccc(Cl)cc1)N1CCN(C(=O)c2ccc(Cl)cc2)CC1,UXYNNMHHFGAVAK-UHFFFAOYSA-N,0.3783783912658691,125,low,,A,362.058883112,3.5916000000000023,0,2,24,3,1,False,,1
A,5QSD,O0S,CC(=O)Nc1ccc(cc1)Oc2ncccn2,CC(C)(C)c1ccc(Oc2ccc(NC(=O)CCC(=O)O)cc2)cc1,YWEDJRWWLOEFCP-UHFFFAOYSA-N,0.3777777850627899,125,low,,A,341.162708216,4.5797000000000025,2,3,25,2,1,False,,1
A,5QSD,O0S,CC(=O)Nc1ccc(cc1)Oc2ncccn2,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,KHOITXIGCFIULA-UHFFFAOYSA-N,0.3777777850627899,125,low,,A,361.13140808800006,4.112400000000003,0,5,27,3,1,False,,1
A,5QS9,O0J,CC(=O)Nc1ccc(cc1)c2csc(n2)N,CC(=O)Nc1nc(-c2ccc(NS(=O)(=O)c3ccc(I)cc3)cc2)ns1,NATDEODZIIWNCD-UHFFFAOYSA-N,0.3773584961891174,1000,low,,A,499.9473802760001,3.568900000000001,2,6,26,3,1,False,,1
A,5QRL,NWY,Cc1ccc(cn1)CNC(=O)C2CCC2,CC(=O)c1ccc(N2CCC(C(=O)NCCN3CCCC3)CC2)cc1,QSJZWGYVCVRDKD-UHFFFAOYSA-N,0.3773584961891174,1000,low,,"A,C",343.225977168,2.3175999999999997,1,4,25,3,1,False,,1
A,5QRK,NWV,Cn1cc(cn1)CNC(=O)c2ccco2,Cc1ccc(CN2C(=O)CC[C@H](C(=O)O)[C@H]2c2cnn(C)c2)cc1,NEPQXWVHEIDGCT-DOTOQJQBSA-N,0.3770491778850555,1000,low,,A,327.158291532,2.2930200000000003,1,3,24,3,1,False,,1
A,5QRL,NWY,Cc1ccc(cn1)CNC(=O)C2CCC2,O=C(NCc1ccc(F)cc1)C1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,VUOYAALVGSMUHC-UHFFFAOYSA-N,0.375,295,low,,A,444.047747048,3.8496000000000032,1,3,28,3,1,False,,1
A,7ZK2,IU4,CC(=O)Nc1ccc(cc1)c2csc(n2)N3CCOCC3,Brc1ncn(-c2csc(N3CCOCC3)n2)c1Br,KEFGZKYLWGZFFS-UHFFFAOYSA-N,0.375,1000,low,,A,391.89420614,2.6904000000000012,0,5,18,3,1,False,,0
A,5QS4,JFP,CCC(=O)Nc1nc(cs1)C,Cc1cc(C)c(-c2csc(NC(=O)c3ccncc3)n2)c(C)c1,RFUKJHFXBGDHNJ-UHFFFAOYSA-N,0.375,295,low,,A,323.10923316400005,4.382660000000003,1,4,23,3,1,False,,1
A,5QS4,JFP,CCC(=O)Nc1nc(cs1)C,Cc1ccc(-c2csc(NC(=O)c3ccccc3)n2)c(C)c1,JPMOKRWIYQGMJL-UHFFFAOYSA-N,0.375,125,low,,A,308.098334132,4.679240000000004,1,3,22,3,1,False,,1
A,5QS4,JFP,CCC(=O)Nc1nc(cs1)C,COc1cccc(-c2csc(NC(=O)CN3C(=O)c4ccccc4C3=O)n2)c1,OLPPQDIVHUSKKX-UHFFFAOYSA-N,0.375,295,low,,A,393.07832696,3.053400000000001,1,6,28,4,2,False,,1
A,5QS9,O0J,CC(=O)Nc1ccc(cc1)c2csc(n2)N,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,DZSUJUOJJJCWGG-UHFFFAOYSA-N,0.375,540,low,,A,375.1153811640001,4.892920000000003,3,5,27,4,2,False,,1
A,5QS9,O0J,CC(=O)Nc1ccc(cc1)c2csc(n2)N,CCCc1cc(-c2nc(-c3ccc(NS(C)(=O)=O)cc3)cs2)ccn1,OWAXXHRQPWGNTG-UHFFFAOYSA-N,0.375,540,low,,A,373.0918688480001,4.196100000000003,1,5,25,3,1,False,,1
A,5QRV,K2M,c1cc(oc1)C(=O)N2CCN(CC2)C(=O)N,O=C(c1ccccc1I)N1CCOCC1,OWMQTKNWFKBOAJ-UHFFFAOYSA-N,0.375,125,low,,"A,B",316.99127662399997,1.7636,0,2,15,2,1,False,,1
A,5QRS,NY4,C[C@@H](c1ccc(cc1)NC(=O)C2CC2)N,Cc1cc(Nc2cc(Cl)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,ULVNROIYQBQKBP-UHFFFAOYSA-N,0.3728813529014587,540,low,,A,400.08730784400007,4.404820000000002,3,6,27,4,1,False,,1
A,5QRG,JHP,Cn1cc(c(n1)C(=O)NC2CCCC2)Cl,O=C(NC1CCCCC1)c1ccc(Br)c([N+](=O)[O-])c1,PYLMKAHJFNUPPE-UHFFFAOYSA-N,0.3725490272045135,125,low,,A,326.02660443999997,3.419800000000002,1,3,19,2,1,False,,1
A,5QS4,JFP,CCC(=O)Nc1nc(cs1)C,CCOC(=O)c1csc(NC(=O)c2cc(OC)c(OC)cc2OC)n1,BWDNVLPYCMAUGL-UHFFFAOYSA-N,0.3725490272045135,125,low,,A,366.088557296,2.597900000000001,1,8,25,2,1,False,,1
A,5QRR,NY1,Cc1nc(cs1)CC(=O)N2CCOCC2,CCOC(=O)Cc1csc(-c2ccccc2Br)n1,PPIRALSASVGNKF-UHFFFAOYSA-N,0.3725490272045135,125,low,,A,324.97721172400003,3.678200000000002,0,4,18,2,1,False,,1
A,5QRR,NY1,Cc1nc(cs1)CC(=O)N2CCOCC2,CCc1ncc(-c2cc(C)no2)c(C2CCN(CC(=O)N3CCOCC3)CC2)n1,HPBOMWKBZHYYGE-UHFFFAOYSA-N,0.3709677457809448,540,low,,A,399.227039788,2.0406199999999997,0,7,29,4,1,False,,1
A,5QS4,JFP,CCC(=O)Nc1nc(cs1)C,Cc1cccc(Nc2nc(CC(=O)Nc3ncc(C)s3)cs2)n1,QMRBCNQCRMTXBE-UHFFFAOYSA-N,0.3703703582286834,1000,low,,A,345.0718021,3.536240000000001,2,7,23,3,1,False,,1
A,5QRI,NUY,CC(C)N1CCN(CC1)C(=O)c2cccs2,CN1CCCC(=C(c2cccs2)c2cccs2)C1.Cl,MICLPSFJJVIDJE-UHFFFAOYSA-N,0.3695652186870575,540,low,,A,311.056919256,4.758900000000004,0,3,19,3,1,False,,0
A,5QRQ,NXS,c1cnc(nc1)N2CCC(CC2)CO,CN1CCN(c2ccc(N)c(N3CCC(CO)CC3)c2)CC1,BZSUUBNBKIBWIQ-UHFFFAOYSA-N,0.3695652186870575,540,low,,"A,C",304.226311516,1.2293,2,5,22,3,1,False,,1
A,5QS9,O0J,CC(=O)Nc1ccc(cc1)c2csc(n2)N,O=C(Nc1ccc(Br)cc1)c1csc(-c2ccncc2)n1,JSGPUBGVWVFUIR-UHFFFAOYSA-N,0.3673469424247741,125,low,,"A,C",358.97279504000005,4.219900000000002,1,4,21,3,1,False,,1
A,5QS4,JFP,CCC(=O)Nc1nc(cs1)C,Cc1ccc(-c2csc(NC(=O)c3ccncc3)n2)c(C)c1,IBQLKKBLBXJSGU-UHFFFAOYSA-N,0.3673469424247741,1000,low,,A,309.09358310000005,4.074240000000002,1,4,22,3,1,False,,1
A,5QRQ,NXS,c1cnc(nc1)N2CCC(CC2)CO,CCOC(=O)C1CCN(c2nccc(C(F)(F)F)n2)CC1,HWGLRBSZHOOUNW-UHFFFAOYSA-N,0.3673469424247741,125,low,,A,303.119461412,2.2749000000000006,0,5,21,2,1,False,,1
A,5QRS,NY4,C[C@@H](c1ccc(cc1)NC(=O)C2CC2)N,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,OELFLUMRDSZNSF-BRWVUGGUSA-N,0.3673469424247741,125,low,,A,317.199093724,3.2609000000000012,2,2,23,2,1,False,,1
A,5QRF,NUA,CCn1cc(cn1)NC(=O)C2CCC2,Cc1cc(N2CCOCC2)nc2ccc(NC(=O)C3CCCCC3)cc12,BXVNPOBNVRBOOV-UHFFFAOYSA-N,0.3666666746139526,540,low,,"A,B",353.210327104,3.898620000000003,1,4,26,4,2,False,,2
A,7ZK2,IU4,CC(=O)Nc1ccc(cc1)c2csc(n2)N3CCOCC3,Cc1nc(-c2ccc(N3CC(C(=O)O)CC3=O)cc2)cs1,LETLPUSIDZHQSF-UHFFFAOYSA-N,0.3666666746139526,540,low,,A,302.072513308,2.556020000000001,1,4,21,3,1,False,,1
A,5QRH,JMM,c1cc(oc1)C(=O)N2CCN(CC2)C(=O)C3CC3,O=C(C1CC1)N1CCN(Cn2sc3ccccc3c2=O)CC1,YVBSNHLFRIVWFQ-UHFFFAOYSA-N,0.3653846085071563,1000,low,,A,317.11979784799996,1.5746999999999995,0,4,22,4,2,False,,1
A,5QRR,NY1,Cc1nc(cs1)CC(=O)N2CCOCC2,CCOC(=O)Cc1csc(Cc2ccc(Br)cc2)n1,NJIRSPQGSAPPEE-UHFFFAOYSA-N,0.3653846085071563,125,low,,A,338.992861788,3.602000000000003,0,4,19,2,1,False,,1
A,5QRG,JHP,Cn1cc(c(n1)C(=O)NC2CCCC2)Cl,COc1cc(Br)cc(C(=O)NC2CCCCC2)c1F,WBVJLPAPPGDRGC-UHFFFAOYSA-N,0.3653846085071563,540,low,,A,329.042669104,3.6593000000000018,1,2,19,2,1,False,,1
A,5QRS,NY4,C[C@@H](c1ccc(cc1)NC(=O)C2CC2)N,O=C(O)c1ccc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)cc1,FFCSLPWSINAZII-UHFFFAOYSA-N,0.3653846085071563,125,low,,A,330.157957184,2.5045,2,3,24,3,1,False,,1
A,5QS9,O0J,CC(=O)Nc1ccc(cc1)c2csc(n2)N,COc1ccc(-c2csc(NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,NUXMNYUGKHUUGE-UHFFFAOYSA-N,0.3636363744735718,295,low,,A,355.062676896,3.979200000000003,1,6,25,3,1,False,,1
A,5QS2,LV4,c1ccc(c(c1)NC(=S)N)OC(F)(F)F,CC(C)(C)c1ccc(N)c(-c2ccccc2OC(F)(F)F)c1,UCCMIJUVCMGBCF-UHFFFAOYSA-N,0.3636363744735718,295,low,,A,309.134048856,5.131900000000003,1,2,22,2,1,False,,1
A,7ZK2,IU4,CC(=O)Nc1ccc(cc1)c2csc(n2)N3CCOCC3,O=C(c1ccccc1)c1sc(N2CCOCC2)nc1-c1ccccc1,LHLMRDAASBJJEP-UHFFFAOYSA-N,0.3620689511299133,540,low,,A,350.108898816,3.8777000000000026,0,5,25,4,1,False,,1
A,5QRK,NWV,Cn1cc(cn1)CNC(=O)c2ccco2,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,KYWCWBXGRWWINE-UHFFFAOYSA-N,0.3620689511299133,1000,low,,A,376.1535405,2.3452,2,5,28,3,1,False,,1
